name,top_keywords,x,y,discipline_en,discipline_sp
"Marbán, Leandro Martín","gaviota, cangrejera, nidificación, ecología, anegada, phoenicopterus, bahía",5.605353,3.0945866,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marban, Liliana Graciela","δ15n, tuberosum, solanum, puelche, kd, isotopic, puna",3.3292916,7.510577,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcaccio, Antonela","moral, pilati, ítemes, escala, factorial, porto, revisada",-1.8500044,5.706772,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marcangeli, Jorge Augusto","destructor, propóleos, varroa, propolis, abejas, mellifera, apis",5.40065,0.8687645,Agronomy & Plant Sciences,Botánica y agronomía
"Marcantognini Palacios, Stefania Alma María","idempotent, b_β, hilbert, ker, semigroup, e2, space",-6.1411214,3.0256114,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcarino, Maribel Oriana","dp4, nmr, elucidation, stereochemical, assignment, dft, calculations",-3.6323462,-1.3569165,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcazzo, Salvador Julian","topaz, glow, osl, gy, thermoluminescent, dosimetry, tl",-5.062515,0.07845328,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marceca, Ernesto José","protonated, hno, spectra, phthalic, photodissociation, electronic, excited",-4.336313,-1.0025338,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marceca, Felipe","inequalities, dirichlet, cotype, decoupling, banach, pools, jm",-6.101177,2.9715931,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marceca, Gino","tev, atlas, boson, proton, detector, quark, jets",-6.664473,1.0853875,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcel, Christian Pablo","boiling, carem, subcooling, freon, reactor, esbwr, heat",-4.9153643,1.2468022,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcelino, Virginia","defense, microbial, cyanobacteria, mats, phyla, proteobacteria, ca",2.5280497,1.8811404,Agronomy & Plant Sciences,Botánica y agronomía
"Marcellino, Romanela","ovis, perfringens, enteritis, mlva, clostridium, colics, horses",2.857523,-1.3596236,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marcelo, Josefina","crecimiento, esquema, paritarias, recuperación, economía, 2003, centralizado",-0.41038442,6.871106,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcet, Paula Lorena","cruzi, sylvatic, infestans, triatoma, domestic, vector, trypanosoma",4.5202518,-0.5552704,Agronomy & Plant Sciences,Botánica y agronomía
"March, Guillermo Juan","soilborne, peanut, pq, tillage, gliocladium, stress, oxidative",3.613143,1.5039577,Agronomy & Plant Sciences,Botánica y agronomía
"March, Hugo","verosil, imazethapyr, formulation, additives, vacuolatus, mg, herbicide",2.754991,2.9726725,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"March, Samanta Mabel","ethanol, acd, etoh, alcohol, intoxicado, appetitive, odor",-1.5298694,1.3104997,Cell Biology & Oncology,Biología celular
"March, Valeria Romina","tiktok, electoral, mensaje, fernández, larreta, message, social",-0.4118836,7.768929,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchack, Griselda Marilú","abandonment, abandono, ingreso, ciencias, contenidos, exactas, químicas",-1.5476288,6.641637,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchán García, Joaquín Fernando","aminofosfonatos, thiqs, aminophosphonate, buce, inhibidores, tetrahydroisoquinoline, tetrahydroisoquinolines",-3.468142,-1.3351134,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchegiani, Marina Ines","yocavil, calvario, torreones, inca, quemado, urnas, rojo",2.8161895,7.8757186,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchel, Ana Laura","expectativas, pandemia, continuidad, escuelas, secundarias, secundario, superior",-1.5344265,6.855729,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchelli, Paula","nothofagus, genetic, species, populations, pumilio, pallescens, forests",4.412937,2.5213315,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchese Garello, Mercedes Rosa","river, benthic, paraná, rivers, invertebrates, floodplain, holoprasinus",4.2579494,3.9580624,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchese, Jose","membranes, pvdf, membrane, oil, permeate, fouling, hexane",-3.6748362,-0.04295106,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchese, Mariana Carolina","pardo, acd, habitacional, caba, interpretativista, corpus, cda",0.4476868,7.2421694,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchese, Mercedes","hemerobia, orthoptera, aquaticum, niche, taxonómica, funcional, macrophytes",4.273044,3.8823838,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchese, Natalia Andrea","at1, amphetamine, angiotensin, brain, ii, ketamine, ang",-1.1199291,0.19336352,Cell Biology & Oncology,Biología celular
"Marchesi, Antonella","vaginal, lactobacilli, candida, contraceptive, maldi, cocp, tof",1.5871158,-0.40459126,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marchesi, María Constanza","vertebral, porpoise, vertebrae, dolphins, dolphin, lagenorhynchus, species",5.8682055,4.2954288,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchesini, Abril","ripk1, hn, birc6, bvs, glioma, expression, gbm",-0.7340881,-1.830354,Cell Biology & Oncology,Biología celular
"Marchesini, Ezequiel Joaquín","pks, blazars, ray, bl, optical, fermi, outburst",-7.835882,1.591451,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchesini, Fernanda Albana","nitrate, pd, catalyst, catalysts, reduction, catalytic, selectivity",-4.542616,-0.99520725,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchesini, Maria Ines","brucella, intracellular, serine, bacteria, proteomics, auxotrophic, brucellosis",1.2006614,-1.3018482,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marchesini, Victoria Angela","neo, chaco, humedales, groundwater, ecología, morro, cauces",3.8894086,3.185874,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchesino Tapia, Mariana Agostina","conferencias, alimentos, concientización, alimentaria, seguridad, desperdicios, certificados",0.4051949,5.104436,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchesino, Mariana Agostina","maní, tostado, cerveza, volátiles, cervezas, mos, agropecuarias",1.3704542,1.1381179,Agronomy & Plant Sciences,Botánica y agronomía
"Marchessi, Jesús Ezequiel","agregados, suelo, suelos, gota, gotas, estabilidad, ruptura",3.2305524,2.8411336,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchetti, Agustina","china, cooperation, áfrica, infrastructure, focac, democracia, cooperación",0.36798754,6.9529986,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchetti, Alejandro Gabriel","rto, optimization, constraint, model, constraints, modifier, lipschitz",-4.615253,2.6795635,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchetti, Braian","pci, docente, digital, políticas, formación, policies, educational",-1.5289022,6.8298573,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchetti, Cynthia Dayana","puberty, bitches, postnatal, 05, 01, deslo, deslorelin",0.15338993,1.5852954,Cell Biology & Oncology,Biología celular
"Marchetti, Jacinto Luis","plsr, pca, mpc, yx, control, fault, tuning",-4.55416,2.5530953,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchetti, Jorge Mario","adsorption, biodiesel, dft, alnns, oil, gas, pt",-4.9973073,-0.3945316,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchetti, Julia","ensembles, repeat, proteins, disordered, idps, evolutionary, tandem",0.10014085,-0.94465435,Cell Biology & Oncology,Biología celular
"Marchetti, Lucas","bnc, aquafaba, meat, fat, rheological, nanocellulose, oil",1.0440977,1.0946285,Agronomy & Plant Sciences,Botánica y agronomía
"Marchetti, Maria Fernanda","pollen, bnp, nad2, voz1, arabidopsis, emb2794, ppr",3.2369099,0.087142915,Agronomy & Plant Sciences,Botánica y agronomía
"Marchetti, Maria Laura","eo, aureus, clox, armillaris, ivm, mastitis, melaleuca",2.4107013,-0.8366213,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marchetti, Marion Daniela","jurel, xf, salting, lavado, xw, hake, caballa",1.3306599,1.3007928,Agronomy & Plant Sciences,Botánica y agronomía
"Marchetti, Pablo Andres","batches, batch, scheduling, changeovers, formulations, milp, shortcut",-4.578647,2.9251254,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchetti, Sergio Gustavo","iron, catalysts, mössbauer, catalyst, hematite, tropsch, fe",-4.708934,-0.64436245,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchetti, Zuleica Yael","paraná, river, floodplain, vegetation, floods, fluvial, hydrophytes",4.135082,4.128632,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchevsky, Eduardo Jorge","pls, chemometric, icp, mineral, lda, elements, zn",1.8585312,1.2131724,Agronomy & Plant Sciences,Botánica y agronomía
"Marchevsky, Natalia Judith","ore, bentonita, adsorbente, bentonite, iron, adsorbent, smectite",-3.8368585,-0.14368972,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchi, Alberto Julio","sio2, cu, catalysts, hydrogenation, al2o3, catalyst, gbl",-4.681274,-1.1741972,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchi, Edgardo Jose","wideband, sensing, invasive, ultra, bed, ghz, architecture",-4.8690414,2.1977823,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchi, Ezio","games, core, game, peleg, geometric, biform, sided",-5.861687,2.874282,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchi, María Claudia","bi2wo6, biocl, photocatalytic, zno, nps, films, nanoparticles",-4.3249073,-0.4656713,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchi, Pablo Gabriel","phasor, pmu, def, pmus, ieee, estimation, c37",-4.670907,2.5654347,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchiano, Paula Esther","stars, symbiotic, stellar, gf, xe, wavelengths, lines",-7.8841815,1.6455604,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchini, Florencia","li, brine, phthalic, electrode, limn2o4, licl, surface",-4.9048038,-0.5702403,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marchini, Timoteo Oscar","mitochondrial, ripc, mice, rofa, inflammatory, pm, exposure",-0.67768264,0.14721991,Cell Biology & Oncology,Biología celular
"Marchionatti, Ana María","udca, nadoc, intestinal, ca2, absorption, mel, bile",-0.7430057,0.14661281,Cell Biology & Oncology,Biología celular
"Marchione, Vanina Daniela","f8, inv22, haemophilia, ctla4, f9, thr17ala, deletions",-0.06426162,-2.5290184,Cell Biology & Oncology,Biología celular
"Marchionni Basté, Ezequiel","inheritance, diallel, tomato, polypeptides, polypeptide, srap, traits",3.587085,0.7110714,Agronomy & Plant Sciences,Botánica y agronomía
"Marchionni, Franco","mendoza, metropolitan, fiesta, cultural, ripla, urban, territorial",1.1872245,6.7520614,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchionni, Laura","maripe, bone, archaeological, cruz, taphonomic, cueva, santa",3.3674805,7.5617375,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchionni, Mariana","motherhood, couples, labor, gender, earnings, market, child",-0.33758345,6.4547944,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchiori, Georgina Noel","ecv, cardiovascular, ags, cardiorenal, cardiovasculares, enfermedades, enalapril",-0.79937094,0.89625114,Cell Biology & Oncology,Biología celular
"Marchiori, Julián Ignacio","forense, forensic, mendoza, forenses, osteoteca, antropología, fd",3.079458,7.4431314,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marchisio, Fiorela","degumming, oil, phospholipase, refining, chplc, plcs, enzymatic",1.5071406,0.6073118,Agronomy & Plant Sciences,Botánica y agronomía
"Marchisio, Martín","ctx, drp, caz, cmy, enterobacterales, resistance, isolates",1.7039863,-0.9569434,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marchisio, Martin Luis","cmy, bioseguridad, maldi, tof, riesgos, biológicos, coli",1.8082993,-0.7454663,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marchisio, Nahuel Matías","nestling, brood, penguins, nestlings, breeding, patch, sex",5.4741426,3.5209434,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marchissio, Maria Julia","mtaqp8, mitochondrial, aqp8, knockdown, hepatoma, hepg2, canalicular",-0.79647744,-0.75703186,Cell Biology & Oncology,Biología celular
"Marcial López, Carla Agustina","lactotroph, activin, pituitary, activins, prolactinomas, prolactinoma, prolactin",-0.6939574,0.17216371,Cell Biology & Oncology,Biología celular
"Marcial, Adrián Facundo","co2, separación, adsorción, materiales, joule, carbonosos, swing",-3.8115199,0.43016982,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcial, Enzo Rubén","facies, lampazar, plasters, pipe, soils, piping, pelitas",3.260412,3.2719808,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcial, Guillermo Emilio","pylori, gastritis, gastric, stomach, helicobacter, 25a, oregano",1.7594168,-0.18003343,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marciani, Florencia","arquitecta, arquitectas, día, architects, web, mujeres, women",0.8085702,7.3186193,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marciano, Agustina","uruguayensis, spawn, inbreeding, leptuca, brothers, ovígeras, gsi",5.1456943,4.0888,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marciano, Sebastián","patients, hcc, hcv, liver, nafld, bclc, hbv",1.5784771,-3.1265445,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marcilese, José Bernardo","peronismo, peronism, blanca, 1955, bahía, party, justicialista",0.07948142,7.973359,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcilese, Mariela","rural, edificios, buildings, energética, 13059, ahorro, energy",1.4528185,5.111339,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcinkevicius, Karenina","propolis, frugiperda, rileyi, parasiticus, insect, extracts, entomopathogenic",2.4842408,0.46214262,Agronomy & Plant Sciences,Botánica y agronomía
"Marcionni, N","bh, t1, washington, 5381, 211, ocs, czernik",-8.013872,1.7509155,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcionni, Nelson Daniel","descolonizar, desmercantilizar, democratizar, integración, jurídicas, derecho, oculto",-0.157282,7.3252015,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcipar, Iván Sergio","cruzi, ispa, chagas, vaccine, trypanosoma, ts, infection",0.79418236,-2.8130584,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marco Brown, José Luis","adsorption, mmt, pcm, montmorillonite, biofe, picloram, otc",-3.8385828,-0.5375508,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcó del Pont, Celia María","children, covid, 19, ic, omicron, neutralizing, cd8",1.4556763,-2.474504,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marco, Diana Elizabeth","bjd321, microbial, omics, metagenomics, fixing, cheating, a3",3.022942,1.6011031,Agronomy & Plant Sciences,Botánica y agronomía
"Marco, Jorge Diego","leishmania, leishmaniasis, cruzi, atl, tccrt, sand, dogs",3.7651403,-1.4936912,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marco, María A","amiloidosis, amyloidosis, ttr, transtiretina, transthyretin, tratamiento, depósito",-1.7727764,2.2334473,Cell Biology & Oncology,Biología celular
"Marcó, Martín","eucalyptus, maiden, oils, deane, cineole, essential, badjensis",2.4312222,0.64771026,Agronomy & Plant Sciences,Botánica y agronomía
"Marcoleri, Maria Elena","sector, empleo, terciarización, jujuy, industrial, skimmed, primario",0.5260326,5.694076,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcolongo, Juan Pablo","py, sno, ssno, runo, ru, hno, br",-3.8296895,-1.5562633,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcomini, Pedro","trigo, bacteriano, tizón, enfermedad, alberione, syringae, químico",3.4179146,1.0840759,Agronomy & Plant Sciences,Botánica y agronomía
"Marcomini, Silvia Cristina","mar, coastal, dune, beach, dunas, costera, fig",4.385932,5.2340636,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcón, Florencia","notatum, paspalum, heterosis, hybrids, apomictic, tetraploid, rsca",4.310836,0.98780006,Agronomy & Plant Sciences,Botánica y agronomía
"Marcone, Débora Natalia","hrv, respiratory, rvh, ira, virus, filmarray, children",2.058467,-2.5292087,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marcone, María Paula","hfd, cognitive, stress, insulin, cms, prenatal, expression",-0.97737813,0.62917626,Cell Biology & Oncology,Biología celular
"Marconetto, María Bernarda","ambato, aguada, fire, catamarca, egypt, lúxor, archaeological",2.9241552,7.7218075,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marconi, Guillermo","gluts, cg, sop, glut, pcos, pacientes, granulosa",-0.17246664,1.120714,Cell Biology & Oncology,Biología celular
"Marconi, Maria Jose","score, sim, diarrhea, rd, diagnosis, 3gc, farms",2.2966385,-1.074498,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marconi, Mario Carlos","interferometer, euv, laser, shot, ultraviolet, precision, interferograms",-5.2881894,1.1134096,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marconi, Patricia Laura","pfiia, callos, 14d9, te2, kdel, ugs, lugano",2.349249,1.3168098,Agronomy & Plant Sciences,Botánica y agronomía
"Marconi, Veronica Iris","flagellar, swimming, diazoefficiens, bradyrhizobium, soil, string, obstacles",-1.9661247,-0.26270512,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcoppido, Gisela Ariana","llamas, vicuñas, forestomach, feedlots, vicugna, welfare, rv",3.082503,-1.0824991,Infectious Diseases & Microbiology,Microbiología y enfermedades infecciosas
"Marcora, Maria Silvina","ast, aβ42, olg, gal4, amyloid, id, pmcarnai",-1.5224859,0.12237873,Cell Biology & Oncology,Biología celular
"Marcora, Paula Inés","polylepis, australis, altitudinal, tree, mountain, seed, elevation",4.420458,2.5377915,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcos Valdez, Marina Monserrat","clob, cocrystals, tnz, eutectics, cocrystal, amorphous, stability",-3.0963836,-0.93956876,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcos Valle, Facundo José","dgge, pn, hermetic, o2, respiration, mc, hermetically",3.0847747,2.0495863,Agronomy & Plant Sciences,Botánica y agronomía
"Marcos, Alejandra Lucía","atp13a2, lcts, hrh4, mao, hydroxychalcones, chalcone, chalcones",-1.6501706,-0.34201214,Cell Biology & Oncology,Biología celular
"Marcos, Andrea","boar, wild, jabalí, deer, scrofa, marsh, pig",5.320422,2.8697593,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcos, Claudia Andrea","smells, refactorings, refactoring, code, developers, javascript, developer",-4.4644103,3.2856283,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcos, Graciela Elena","plato, sócrates, sophist, platón, sofista, adversario, pseûdos",-1.4058125,9.081598,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcos, Magalí Silvina","lampa, effluent, soil, efluentes, suelo, pesqueros, fish",3.622668,3.722684,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcos, Maria Alejandra","pollen, vegetation, cal, holocene, patagonia, sww, steppe",4.95073,5.6909122,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcos, Maria Florencia","rural, estatales, agroecología, gobierno, desarrollo, agroecology, psa",0.8238932,6.2910876,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcos, Maria Julieta","dialogue, collaborative, argumentation, semantics, abstract, notions, relevance",-4.319596,3.7579324,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcos, Maria Soledad","antofagasta, sierra, arqueología, nacional, tucumán, comunidad, instituto",2.556962,7.723598,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcos, Mariana","housing, aires, buenos, aglomeración, urbanos, urban, habitacional",1.0585575,6.8639293,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marcos, Miguel","lattices, algebras, residuated, stonean, sobolev, gödel, possibilistic",-6.178737,3.159123,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcos, Paulo","massif, patagonian, mencué, metamorphic, north, magmatic, basement",5.572337,6.4246135,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcos, Tomas","gw, gws, flights, mesosphere, southtrac, downward, upward",3.3496,5.4585934,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcotegui, Paula Soledad","brusinae, syndesmis, species, riggia, trichodinidae, tilapia, lauriei",5.7294044,3.7577186,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcotti, Aída","tbi, epd, brain, motor, lenguaje, subcortical, nt",-2.4994261,3.6809897,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marcotti, Eugenia","chilensis, decomposition, treeline, bosques, pumilio, mixtures, cambios",4.369649,2.8226967,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcoval, Maria Alejandra","uvr, par, radiation, palythine, absorbing, uv, longinaris",4.1003923,4.010285,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcovecchio, Jorge Eduardo","estuary, metals, blanca, pahs, bahía, metal, sediments",3.5636117,3.921504,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcovecchio, Marian Gabriela","scuc, milp, lcoa, bus, power, permeate, pumped",-4.412566,2.0855603,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcovecchio, Romina","baseflow, caudal, dn, hydrological, varni, smsa, azul",3.6284666,4.7267737,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcovich, Irina","α9α10, nachrs, α9, nicotinic, neuropathic, efferent, α10",-1.5174757,-0.11404664,Cell Biology & Oncology,Biología celular
"Marcovich, Norma Esther","films, composites, chitosan, mechanical, wood, polymers, polyurethane",-3.6275,0.16442592,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcucci Poltri, Susana Noemí","eucalyptus, markers, genomic, ssrs, trait, genetic, ddradseq",4.378357,2.1139584,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcucci, Bruno","legneri, ecosistémicos, biodiversidad, egvm, insectos, viñedos, vineyards",2.7668483,4.0373645,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marcucci, Carolina","mao, carnosa, ic50, hydroxychalcones, μm, valerians, ndds",-1.9524606,-0.55052584,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marcus, Juliana","espacio, aires, buenos, ciudad, city, barcelona, público",1.1155394,6.996539,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mardaraz, Claudia","mets, neurodevelopment, ee, lifespan, cns, metabolic, childhood",-1.3225421,0.34038618,Cell Biology & Oncology,Biología celular
"Marder, Felipe","corriente, microcontroladores, pinza, amperométrica, continua, titulado, microcontrolador",-4.6339498,2.264363,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marder, Nora Mariel","pavonii, mice, valeriana, anxiolytic, anticonvulsant, mh4b1, gabaa",-1.9200087,-0.55736566,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marder, Sandra Esther","niños, habilidades, children, ejecutivas, punishment, reading, lenguaje",-2.5332909,5.9136477,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marderwald, Eric Rodolfo","slab, mantle, ice, patagonian, icefields, lake, window",4.745124,6.076482,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mardirosian, Mariana Noelia","cpf, chlorpyrifos, breast, cancer, toad, mcf, μm",-1.0841061,-1.3203747,Cell Biology & Oncology,Biología celular
"Mardones Charlone, Pablo","aymara, chiapa, anata, transnationalism, stefoni, guizardi, migrant",0.33774176,7.643096,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mardones, Lucas Emanuel","mcf, biocide, biocida, sba, cmit, bio, zeo",-4.3668556,-0.7319003,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mardonez Catalán, Diego José","precordillera, deformation, subduction, shortening, uplift, cordillera, facies",5.3531365,6.600339,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mardonez, Diego","basin, foreland, uplift, miocene, bermejo, iglesia, precordillera",5.4755383,6.4057117,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Mare, Marcos Damian","patagonia, calidad, vida, censales, regiones, ciudades, qli",0.9817484,6.2346334,Social Sciences & Humanities,Ciencias sociales y humanidades
"Mare, María de Los Angeles","lenguas, syntactic, esteban, spanish, comitative, plural, lenguaje",-2.2817378,7.3290925,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marecos, Angel Cesar","bordo, vieira, daño, captura, obop, incidental, scallop",5.1945024,4.2666054,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marelli, Belkis Ester","follicles, ovarian, follicular, cows, fshr, cod, transfección",0.06190656,1.6020036,Cell Biology & Oncology,Biología celular
"Marelli, Damian Edgardo","networked, stealthy, kalman, attacks, packet, mavs, attack",-4.5900416,2.7525852,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marello Buch, Barbara Macarena","perlevis, sponge, introduced, spongivores, hymeniacidon, species, trophic",5.027407,3.7354677,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marenco, Javier","routing, seawater, ship, wsn, freshwater, demand, census",-4.57176,2.89338,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marenco, Javier Leonardo","integer, programming, fsmg, problem, superliga, game, slots",-4.607004,2.868493,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marenco, Pablo","oncobiome, breast, cancer, tumors, patients, prognostic, progression",-1.1795682,-2.0890124,Cell Biology & Oncology,Biología celular
"Marengo Rodriguez, Fernando Alberto","noise, interferograms, vehicle, speckle, hilbert, aural, doppler",-5.2386417,1.6145868,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Marengo, Eliana","bipolar, mood, bd, disorder, pregnancies, neurocognitive, patients",-2.314997,4.1462793,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marengo, Fernando Diego","chromaffin, exocytosis, endocytosis, ca2, releasable, replenishment, dynamin",-0.8269642,-0.59494567,Cell Biology & Oncology,Biología celular
"Marengo, Juan Manuel","bpd, tom, emotion, ctv, isolates, ef, recognition",-2.4857943,3.8557312,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marengo, Leonardo","ethanol, fosb, videojuegos, pee, exposure, folate, adolescent",-1.5271823,1.3001411,Cell Biology & Oncology,Biología celular
"Marengo, Leonardo Gabriel","ethanol, δfosb, call, centers, movistar, rats, amygdala",-1.8684015,4.951471,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Marengo, Maria Cecilia","housing, urban, residential, córdoba, residencial, city, social",1.2245624,6.926121,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marenssi, Sergio Alfredo","fluvial, vinchina, formation, basin, eolian, late, miocene",5.9803014,5.5189767,Ecology & Earth Sciences,Ecología y ciencias de la tierra
"Marentes, Maximiliano","gay, amor, love, gays, varones, stories, men",-0.9894492,7.831458,Social Sciences & Humanities,Ciencias sociales y humanidades
"Marenzana, Aldo Angel","spectroscopy, mechanical, martensitic, piezoelectric, ferromagnetic, alloys, match",-5.2031703,0.2815323,"Physics, Chemistry & Astronomy","Física, química y astronomía"
"Mareovich, Florencia","children, maqueta, olds, instruction, symbolic, imagination, situaciones",-2.4802427,5.818517,"Psychology, Neurology & Public Health","Salud pública, psicología y neurobiología"
"Maresca, Sebastián","cows, ecg, heifers, multiparous, steers, tai, calves",0.6897768,1.8424205,Agronomy & Plant Sciences,Botánica y agronomía
